disbursed_amount,asset_cost,branch_id,Employment.Type,DisbursalDate,State_ID,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PRI.NO.OF.ACCTS,PRI.CURRENT.BALANCE,SEC.NO.OF.ACCTS,PRIMARY.INSTAL.AMT,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default,Age,marital status
52664,63660,76,Self employed,28/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Married
60573,77190,76,Salaried,29/09/2018,8,0,0,710,4,70232,0,1195,0,2yrs 4mon,1,0,48,Married
57959,70400,76,Salaried,21/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Married
49460,66302,76,Salaried,09/08/2018,8,0,0,810,3,885,0,0,0,0yrs 8mon,0,0,52,Married
56740,65340,76,Salaried,16/08/2018,8,0,0,738,2,34264,0,70000,0,0yrs 3mon,0,0,54,Married
60980,72980,76,Self employed,13/10/2018,8,0,0,738,2,5165,0,0,0,0yrs 5mon,0,0,52,Married
55668,66364,76,Self employed,13/10/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Married
72123,92000,76,Self employed,08/09/2018,8,0,0,658,9,140000,0,108937,0,2yrs 3mon,0,1,45,Married
55190,67190,76,Self employed,31/08/2018,8,0,0,671,5,84633,0,72000,1,1yrs 5mon,0,0,47,Married
55673,67236,76,Salaried,03/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,48,Married
53943,70782,76,Self employed,17/10/2018,8,0,0,552,2,52650,0,2640,1,2yrs 11mon,0,0,49,Married
60712,72940,76,Salaried,13/10/2018,8,1,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Married
61212,72940,76,Self employed,10/10/2018,8,0,0,656,14,135817,0,259200,1,1yrs 4mon,0,0,?,Married
47855,66382,162,Self employed,20/09/2018,4,0,0,390,9,38373,0,1799,2,0yrs 8mon,0,1,34,Single
55713,70765,162,Self employed,19/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Single
48243,67200,162,Salaried,26/10/2018,4,0,0,836,3,0,0,0,0,1yrs 7mon,0,0,40,Single
49722,65105,162,Salaried,13/08/2018,4,0,0,708,3,4305528,0,51328,0,4yrs 2mon,0,0,42,Single
15579,69986,162,Salaried,20/08/2018,4,0,0,683,3,35989,1,0,0,1yrs 3mon,0,0,38,Single
55713,67375,162,Self employed,30/08/2018,4,0,0,305,1,0,0,764,0,2yrs 5mon,0,0,38,Single
61432,73599,162,Salaried,21/10/2018,4,0,0,738,4,15901,0,2498,0,0yrs 8mon,0,1,39,Single
55284,86752,162,Salaried,04/10/2018,4,0,0,624,4,155830,0,1885,1,1yrs 1mon,0,0,45,Single
52564,62999,162,Self employed,16/08/2018,4,0,0,16,7,23691,0,12089,1,2yrs 0mon,0,0,?,Single
55242,66382,162,Self employed,15/09/2018,4,0,0,300,3,0,1,0,0,6yrs 2mon,0,0,43,Single
63582,78189,162,Self employed,04/10/2018,4,0,0,0,0,0,4,0,1,1yrs 2mon,0,0,56,Single
53303,67198,162,Salaried,23/10/2018,4,0,0,15,1,180792,0,0,0,0yrs 1mon,0,0,58,Single
56870,69068,162,Self employed,04/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
53783,68494,162,Salaried,15/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
47273,75911,162,Salaried,20/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
54513,69589,162,Salaried,20/10/2018,4,0,0,710,2,70000,0,5994,0,0yrs 7mon,1,0,47,Single
47103,73241,162,Salaried,14/09/2018,4,0,0,664,4,324112,0,0,0,2yrs 11mon,0,0,?,Single
56577,67198,162,Salaried,21/10/2018,4,1,0,632,2,345326,0,0,1,1yrs 4mon,0,0,47,Single
48478,66716,162,Salaried,04/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
57129,68494,162,Salaried,15/09/2018,4,0,0,612,13,5342638,0,21600,0,6yrs 10mon,0,0,56,Single
41544,66716,162,Salaried,08/10/2018,4,0,0,738,3,10996,0,1229,0,0yrs 10mon,0,0,55,Single
57252,65105,162,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,47,Single
52017,65440,78,Salaried,05/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
53646,68848,78,,22/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,25,Single
48130,65440,78,Self employed,05/10/2018,4,0,0,16,1,0,0,2542,0,1yrs 7mon,0,0,?,Single
42014,74302,78,Salaried,27/09/2018,4,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,56,Single
48562,70233,78,Salaried,18/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,38,Single
47457,73030,78,Salaried,31/10/2018,4,0,0,300,2,73893,0,0,0,6yrs 2mon,0,0,36,Single
50508,68630,78,Salaried,06/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Single
47251,59286,78,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
56961,75718,78,Salaried,08/08/2018,4,0,0,392,1,137288,0,0,1,2yrs 1mon,0,0,45,Single
49713,63958,78,Salaried,17/10/2018,4,0,0,17,1,39905,0,0,0,0yrs 2mon,1,1,35,Single
51653,63958,78,Salaried,19/10/2018,4,0,0,738,4,7490,0,0,0,1yrs 3mon,0,0,33,Single
43725,62949,78,Salaried,13/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
49371,62637,78,Salaried,24/09/2018,4,0,0,699,8,223806,0,384700,0,0yrs 11mon,0,0,?,Single
50214,64111,78,Salaried,16/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Single
63613,76116,5,Self employed,26/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Married
63113,76116,138,Self employed,30/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Married
70523,85000,5,Self employed,17/10/2018,9,0,0,15,1,12593,0,0,0,0yrs 0mon,0,0,38,Married
61513,74050,5,Self employed,11/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,37,Married
62613,75114,5,Self employed,20/10/2018,9,0,0,300,2,41793,0,3220,0,2yrs 4mon,0,0,31,Married
59513,76332,5,Self employed,28/09/2018,9,0,0,708,5,17675,0,2090,0,0yrs 9mon,0,0,30,Married
60613,73082,5,Self employed,17/10/2018,9,0,0,419,2,17210,0,2448,0,2yrs 5mon,0,0,42,Married
50203,76116,5,Self employed,17/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Married
63113,76116,138,Self employed,30/10/2018,9,0,0,406,1,382083,0,15945,1,0yrs 8mon,0,0,36,Married
46349,69578,5,Salaried,16/08/2018,9,0,0,701,3,164955,0,0,0,5yrs 2mon,0,1,36,Married
52803,67741,5,Salaried,14/08/2018,9,1,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Married
61033,73082,5,,20/10/2018,9,0,0,785,5,24581,0,7031,0,2yrs 3mon,1,1,26,Married
64969,78276,5,Self employed,17/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Married
52603,78652,5,Self employed,04/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Married
57659,74148,5,Self employed,11/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,48,Married
61413,78652,5,Salaried,30/09/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
63613,73082,5,Self employed,27/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,4,0,48,Married
62347,75114,5,Self employed,25/10/2018,9,0,0,0,0,0,1,0,0,0yrs 11mon,0,1,30,Married
56559,72832,5,Self employed,06/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Married
61013,69920,5,Salaried,19/09/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
56559,72832,5,Self employed,08/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Married
57559,69920,5,,06/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Married
55459,66509,5,Self employed,08/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,57,Married
58013,74400,11,Self employed,11/09/2018,3,0,0,16,1,0,0,0,0,4yrs 10mon,0,1,41,Single
65502,100709,11,Self employed,14/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
64882,75000,11,Self employed,20/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
57513,67200,11,Self employed,17/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Single
38439,116500,11,Self employed,28/08/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
72817,119423,11,Self employed,20/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
73317,124778,11,Self employed,15/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
54078,74698,11,Self employed,24/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Single
66882,97110,11,Self employed,01/08/2018,3,0,0,14,1,425900,0,0,0,0yrs 5mon,1,1,32,Single
73317,122825,11,Self employed,15/10/2018,3,0,0,780,4,11914,0,0,0,1yrs 3mon,0,0,55,Single
65882,77500,11,Self employed,10/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,47,Single
36439,74988,11,Self employed,20/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Single
49303,85300,11,Self employed,06/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Single
40894,68091,11,Self employed,07/08/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Single
58259,69200,11,Self employed,24/09/2018,3,0,0,774,1,0,0,3088,0,2yrs 7mon,0,0,30,Single
52578,61108,61,Salaried,10/09/2018,6,0,0,783,1,0,0,4248,0,5yrs 5mon,0,0,?,Married
32161,66357,61,Salaried,28/09/2018,6,0,0,300,2,0,0,0,0,1yrs 7mon,0,0,33,Married
51078,65458,61,Salaried,18/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Married
25529,59018,61,Salaried,27/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Married
52078,59868,61,Salaried,28/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,34,Married
67669,81142,61,Salaried,30/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,38,Married
58813,68694,61,Self employed,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Married
53803,64956,20,Salaried,31/10/2018,5,0,0,710,6,30187,0,7388,0,1yrs 3mon,2,1,38,Single
48803,74694,20,Self employed,10/10/2018,5,0,0,362,7,92156,0,372769,1,4yrs 8mon,0,1,32,Single
44145,61736,20,,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Single
33941,43559,20,Self employed,12/10/2018,5,0,0,591,3,104204,0,4158,0,2yrs 7mon,0,0,43,Single
41210,63455,20,Salaried,24/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Single
52803,72016,20,Salaried,31/10/2018,5,0,0,536,1,57523,0,0,0,2yrs 11mon,0,0,56,Single
47568,64352,20,Self employed,29/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Single
44849,63872,20,Self employed,29/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,38,Single
48349,70025,20,Self employed,30/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
47949,76912,20,Salaried,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
55213,69770,36,Self employed,11/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Divorced
42794,68974,36,Salaried,31/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Divorced
43954,78263,36,Salaried,29/09/2018,13,0,0,17,1,761300,0,0,0,0yrs 2mon,0,1,30,Divorced
69817,98323,36,Salaried,29/08/2018,13,0,0,300,5,654704,0,2087,1,2yrs 9mon,0,0,49,Divorced
44517,69464,36,Salaried,10/09/2018,13,0,0,825,2,0,0,0,0,0yrs 11mon,0,0,41,Divorced
62572,110287,36,Salaried,10/09/2018,13,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
57013,72080,36,Self employed,11/09/2018,13,0,0,643,1,22511,2,833,0,2yrs 10mon,0,0,58,Divorced
54119,70268,36,Salaried,05/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
58013,79159,36,Self employed,25/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,52,Divorced
53023,61432,36,Salaried,25/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Divorced
49838,69464,36,Salaried,29/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
48097,70370,36,Salaried,29/09/2018,13,0,0,738,4,78572,0,18212,0,1yrs 0mon,0,1,39,Divorced
54698,74991,36,Self employed,31/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
54944,74991,36,Salaried,28/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
53001,70625,36,Salaried,25/10/2018,13,0,0,738,18,105430,0,27001,0,2yrs 0mon,5,0,40,Divorced
45145,69188,36,Salaried,10/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Divorced
57013,73246,36,Salaried,10/10/2018,13,0,0,16,5,53774,0,9500,0,1yrs 11mon,0,0,32,Divorced
53599,68864,36,Salaried,24/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,37,Divorced
59865,78187,36,Self employed,30/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
45389,64159,36,Self employed,09/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
40554,65917,36,Salaried,23/08/2018,13,0,0,640,5,29736,0,5184,0,2yrs 7mon,0,0,43,Divorced
35679,67060,36,Salaried,03/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
55013,67429,36,Salaried,13/10/2018,13,0,0,738,1,13102,0,1355,0,0yrs 8mon,0,0,52,Divorced
47349,65917,36,Salaried,30/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
43725,71086,36,Salaried,18/09/2018,13,0,0,772,3,2591046,0,29924,0,1yrs 10mon,0,0,39,Divorced
52903,72525,36,Salaried,23/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Divorced
49013,68324,36,Self employed,16/10/2018,13,0,0,428,1,21307,0,1292,1,2yrs 7mon,0,1,45,Divorced
45889,69920,36,,27/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
55931,76133,36,Salaried,31/08/2018,13,0,0,609,1,70672,0,0,0,3yrs 4mon,0,0,40,Divorced
77751,98782,36,Self employed,31/10/2018,13,0,0,737,1,55646,0,0,0,0yrs 6mon,0,1,50,Divorced
36339,71982,36,Salaried,24/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
57815,69187,36,Self employed,25/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,35,Divorced
68582,99117,36,Salaried,18/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Divorced
58457,81378,36,Self employed,13/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,54,Divorced
61647,76520,36,Self employed,21/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
61447,80286,36,Salaried,13/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Divorced
55991,78452,36,Salaried,12/09/2018,13,0,0,706,2,587195,0,23566,0,2yrs 8mon,0,0,32,Divorced
48549,71556,36,Salaried,12/10/2018,13,0,0,705,3,282864,0,13333,0,4yrs 11mon,0,0,55,Divorced
56559,71086,36,Salaried,26/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Divorced
50136,76133,36,Self employed,16/08/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Divorced
55599,79159,36,Self employed,27/10/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Divorced
44933,70325,36,Self employed,28/09/2018,13,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Divorced
51303,78465,1,Self employed,30/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
57259,74670,1,Salaried,28/09/2018,3,0,0,616,3,0,0,4358,0,5yrs 8mon,0,0,39,Single
71817,108985,1,Salaried,12/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
58227,76462,1,Salaried,25/10/2018,3,0,0,728,5,384136,0,0,0,1yrs 1mon,0,0,43,Single
36179,67449,1,Salaried,21/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
49303,101442,1,Self employed,11/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
59947,106119,1,,27/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
55833,90124,1,Self employed,31/08/2018,3,0,0,539,6,43419,4,9570,0,5yrs 3mon,0,0,45,Single
51498,68913,1,,08/10/2018,3,0,0,726,33,37343,0,28582,0,1yrs 11mon,0,0,29,Single
66982,78069,1,,11/10/2018,3,0,0,574,7,94546,0,6555,0,5yrs 2mon,1,0,26,Single
63882,108461,1,,14/10/2018,3,0,0,0,0,0,1,0,0,9yrs 5mon,0,0,26,Single
49303,77364,1,Self employed,30/10/2018,3,0,0,778,2,6910,0,0,0,0yrs 8mon,0,0,49,Single
52078,72509,1,Self employed,06/09/2018,3,0,0,743,7,5273,0,7816,1,2yrs 7mon,0,0,46,Single
96490,159103,1,Self employed,26/10/2018,3,0,0,650,3,26768,0,0,0,2yrs 7mon,0,1,31,Single
37475,72677,1,Salaried,24/08/2018,3,0,0,836,1,0,1,0,0,4yrs 0mon,0,0,36,Single
23574,71310,1,Self employed,12/10/2018,3,0,0,16,1,0,0,0,0,0yrs 6mon,0,0,46,Single
43725,72148,1,Self employed,12/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
53303,74677,1,Self employed,16/08/2018,3,0,0,763,4,0,0,0,0,1yrs 1mon,0,0,55,Single
51690,70548,18,,20/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,28,Single
46700,65725,18,Self employed,24/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Single
48500,74919,18,Self employed,20/10/2018,4,0,0,825,1,0,0,0,0,1yrs 1mon,0,0,53,Single
50303,65012,18,Salaried,27/08/2018,4,0,0,656,4,72994,0,0,0,10yrs 7mon,0,0,52,Single
37639,65012,18,Salaried,13/08/2018,4,0,0,825,1,0,0,1700,0,0yrs 7mon,0,1,35,Single
49500,61119,18,Salaried,06/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Single
60000,77864,18,Salaried,18/10/2018,4,0,0,300,1,0,0,1262,0,0yrs 0mon,0,1,59,Single
45500,65012,18,Self employed,20/08/2018,4,0,0,300,5,384685,0,1208,0,10yrs 1mon,0,0,?,Single
38800,62019,18,Salaried,18/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
45500,63780,18,Self employed,24/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
51500,62412,18,Salaried,31/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,1,33,Single
55695,85632,18,Self employed,04/09/2018,4,0,0,427,7,951272,0,12520,1,2yrs 0mon,0,1,41,Single
54500,67123,18,Salaried,15/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
46500,70524,18,Self employed,13/10/2018,4,0,0,836,1,0,0,0,0,1yrs 11mon,0,0,51,Single
54500,70567,18,Salaried,08/10/2018,4,0,0,730,6,195149,0,5127,0,2yrs 9mon,1,0,40,Single
71800,101624,18,,11/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,1,29,Single
55300,71048,18,Self employed,23/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
36800,65012,18,Salaried,17/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
54500,66500,18,Self employed,31/08/2018,4,0,0,825,1,0,0,1655,0,0yrs 6mon,0,1,47,Single
58400,68686,18,Self employed,07/08/2018,4,0,0,825,25,45999,0,23770,0,3yrs 2mon,0,1,?,Single
57500,73874,18,Self employed,25/10/2018,4,0,0,738,2,11787,0,3041,0,0yrs 4mon,1,0,46,Single
46500,65012,18,Salaried,07/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,50,Single
26061,65012,18,Salaried,20/08/2018,4,0,0,649,5,10018,0,3223,0,5yrs 8mon,0,0,49,Single
57600,74425,18,Salaried,29/10/2018,4,0,0,825,2,0,0,2017,0,0yrs 6mon,0,0,56,Single
55302,75002,18,Self employed,12/09/2018,4,0,0,708,5,20823,0,1564,0,0yrs 10mon,0,0,50,Single
52500,67902,18,Salaried,21/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Single
54956,70227,18,Salaried,31/10/2018,4,0,0,763,2,1600,0,2689,0,1yrs 1mon,0,0,32,Single
45300,65012,18,Self employed,10/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,53,Single
57000,65110,18,Self employed,18/08/2018,4,0,0,472,6,25915,0,2460,1,3yrs 2mon,0,0,47,Single
58000,75074,18,Self employed,10/10/2018,4,0,0,738,1,9832,0,0,0,0yrs 3mon,0,0,?,Single
56500,72587,18,Self employed,21/10/2018,4,0,0,300,8,52585,0,9210,0,2yrs 9mon,0,0,33,Single
51078,66500,18,Salaried,21/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,32,Single
47700,65012,18,Self employed,27/08/2018,4,0,0,624,1,49398,0,2105,0,2yrs 10mon,0,0,50,Single
55500,73835,18,Salaried,04/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,42,Single
55500,70619,18,Salaried,09/08/2018,4,0,0,738,2,8967,0,3898,0,0yrs 6mon,1,0,28,Single
52875,68115,18,Self employed,21/09/2018,4,0,0,825,1,0,0,1667,0,0yrs 7mon,1,0,51,Single
58450,75225,18,Salaried,26/10/2018,4,0,0,763,4,0,0,2449,0,3yrs 10mon,0,0,40,Single
52000,68115,18,Self employed,15/09/2018,4,0,0,590,10,0,0,5126,0,10yrs 3mon,1,0,56,Single
56500,68300,18,Self employed,04/09/2018,4,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
62178,75290,18,Self employed,28/10/2018,4,0,0,728,6,101106,0,5039,1,3yrs 3mon,0,0,37,Single
35109,75143,18,Salaried,25/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
47200,65012,18,Salaried,17/08/2018,4,0,0,835,3,1481221,0,1357,0,4yrs 3mon,0,0,53,Single
44031,65012,18,Salaried,28/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
53700,67253,18,Salaried,03/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Single
47500,71259,18,Self employed,23/10/2018,4,0,0,758,7,333297,0,0,0,3yrs 0mon,0,0,52,Single
57200,65012,18,Self employed,08/08/2018,4,0,0,17,1,243312,0,0,0,0yrs 3mon,0,0,39,Single
41194,71259,18,Salaried,21/09/2018,4,0,0,792,4,953292,0,12568,0,5yrs 8mon,0,0,53,Single
24795,71638,18,Self employed,29/10/2018,4,0,0,502,5,0,0,23898,0,8yrs 1mon,0,0,46,Single
56530,69155,18,Salaried,28/08/2018,4,0,0,517,4,76547,0,1462,1,2yrs 1mon,1,0,44,Single
47100,68274,18,Self employed,25/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
56300,68455,18,Self employed,15/10/2018,4,0,0,603,1,0,0,0,0,0yrs 9mon,0,1,51,Single
47100,68115,18,Self employed,08/09/2018,4,0,0,738,2,6839,0,3156,0,0yrs 6mon,1,0,36,Single
54399,71259,18,Self employed,27/09/2018,4,0,0,15,1,6271,0,1109,0,0yrs 0mon,0,1,32,Single
56289,73535,18,Self employed,13/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
56950,68155,18,Self employed,26/09/2018,4,0,0,640,5,125000,0,12309,0,2yrs 1mon,0,1,34,Single
60187,74516,7,Self employed,14/09/2018,3,0,0,681,16,26271,0,22708,1,2yrs 0mon,7,0,34,Single
66192,115847,7,Salaried,05/10/2018,3,0,0,825,1,0,0,0,0,1yrs 1mon,0,0,44,Single
58707,82988,7,Self employed,15/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Single
59953,76144,7,Salaried,30/10/2018,3,0,0,825,2,0,0,0,0,1yrs 1mon,0,0,55,Single
20884,79735,7,Self employed,05/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
48558,61336,7,Self employed,18/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Single
36269,74465,7,Self employed,24/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
80686,125213,7,Self employed,18/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
60027,80788,7,,18/10/2018,3,0,0,608,1,42614,0,0,1,0yrs 11mon,0,0,27,Single
50458,72685,7,Self employed,12/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
25489,79213,7,Self employed,19/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
63222,121265,7,Self employed,09/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,32,Single
62135,77590,7,Self employed,10/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
32341,56216,74,Self employed,23/08/2018,4,1,0,300,10,334056,0,1032,0,4yrs 9mon,0,0,56,Single
42194,60346,74,,14/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,2,1,27,Single
47349,60346,74,Salaried,31/10/2018,4,0,0,589,2,50156,0,1213,1,0yrs 5mon,1,0,28,Single
26061,56216,74,Salaried,28/08/2018,4,0,0,825,2,0,0,0,0,3yrs 1mon,0,0,39,Single
51078,62922,74,Self employed,10/10/2018,4,0,0,661,3,6124,0,0,1,2yrs 6mon,0,1,44,Single
63632,78067,74,Salaried,22/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,50,Single
41194,59248,74,Salaried,30/08/2018,4,0,0,442,11,133188,0,47883,1,7yrs 4mon,0,0,54,Single
45145,56216,74,Self employed,29/08/2018,4,0,0,728,5,80630,0,7156,0,2yrs 1mon,2,1,35,Single
46649,60346,74,Self employed,19/10/2018,4,0,0,598,4,285205,0,0,0,1yrs 5mon,0,0,40,Single
46349,59386,74,Salaried,28/09/2018,4,0,0,825,1,0,0,1332,0,0yrs 6mon,0,0,32,Single
